age,employment_tenure,avg_monthly_income,savings_balance,monthly_spend_ratio,num_past_defaults,late_payments_6m,bureau_score,avg_daily_balance,txn_count_3m,loan_amount,loan_term,purpose,household_size,label
22,6,24635,37472,0.3802860659336825,0,0,652,26820,55,200000,24,car,4,1
30,2,23719,231,0.10379103297559746,0,0,678,310,61,200000,36,home,2,1
34,3,40360,25189,0.29977086147453835,0,0,570,26437,55,100000,36,business,2,1
30,2,9615,0,0.5552396232063253,0,0,658,0,49,1000000,12,personal,4,0
25,2,43120,115581,0.27425285790128534,0,0,662,92192,53,100000,36,home,1,1
22,5,66404,0,0.15144310101928438,0,1,615,0,45,50000,24,car,5,1
57,6,42271,177737,0.5648717854077674,0,2,695,179185,53,50000,36,personal,3,1
68,0,64769,37414,0.4186512166530444,1,0,628,37063,42,1000000,36,personal,3,0
33,4,33064,0,0.45115427705189115,1,0,675,0,54,500000,36,home,2,0
32,4,47172,35172,0.07849093842874089,0,2,623,47395,57,200000,36,car,1,1
60,7,67083,91415,0.545897398702867,0,0,597,132215,53,50000,60,business,4,1
63,3,44008,52812,0.0815796007141346,0,0,615,35770,53,200000,36,personal,4,1
23,0,53906,122776,0.7067571098920056,1,0,687,58714,36,500000,60,personal,4,1
38,8,43726,77558,0.2410890591702675,1,0,579,103871,40,200000,36,education,5,1
66,0,38386,18285,0.2785578044656183,1,0,661,8005,58,500000,60,education,2,0
51,5,14397,104947,0.16029101235465598,0,1,728,58061,56,200000,36,car,2,1
45,5,43184,81907,0.6211967809696037,1,0,547,59868,48,1000000,60,car,5,0
59,4,47759,24624,0.2363663422183807,0,0,692,7211,42,100000,12,education,3,1
37,10,49356,0,0.07062968872087666,0,0,545,0,57,100000,36,home,3,1
41,5,53289,7745,0.25071990192971166,2,0,625,6910,49,100000,60,home,2,1
47,7,32701,74180,0.23017817041614902,2,0,600,15364,46,1000000,12,business,4,0
31,4,44672,24415,0.46770378287994996,0,0,733,17683,52,50000,12,business,5,1
63,2,62712,7273,0.05,0,1,648,1506,46,100000,36,education,4,1
52,1,60945,56343,0.20611697010550642,0,1,777,61474,60,100000,24,education,5,1
63,3,28993,56947,0.11282873258250384,0,0,629,66452,55,200000,12,personal,2,1
40,5,41878,87806,0.38098715977345704,0,0,736,129575,37,100000,12,personal,5,1
36,5,47803,49888,0.36695276870313126,0,0,659,29873,48,100000,12,education,2,1
68,5,53087,26793,0.22238533016640893,0,0,649,27537,48,100000,24,car,2,1
64,5,31643,89716,0.1875412936582656,0,0,659,130409,51,100000,36,business,4,1
46,5,49968,0,0.07889677992858235,0,0,567,0,41,100000,12,home,4,1
46,8,30261,81373,0.6180266076324313,1,0,739,117755,59,100000,36,education,3,1
42,1,43719,5065,0.24715512746405294,0,0,600,6685,60,100000,24,home,5,1
23,4,46066,84148,0.13717417011379718,1,0,591,37442,53,50000,36,personal,3,1
52,2,58598,0,0.3559740107730863,0,0,822,0,54,100000,24,car,4,1
39,5,37580,65411,0.25230087980351884,0,0,608,50193,48,100000,36,home,1,1
47,10,29717,23357,0.4290596524437706,0,0,656,13709,48,100000,36,education,4,1
29,7,27190,47892,0.44216412639681557,0,1,577,43855,48,200000,12,education,2,1
37,7,33091,89366,0.2844696559114035,0,0,698,119137,58,50000,12,car,1,1
29,4,46418,47566,0.0950817711301729,0,0,674,67928,40,500000,24,business,5,1
67,8,17968,130040,0.2101533459341008,0,0,731,89470,50,200000,24,business,1,1
35,9,5000,89526,0.10949950079281859,0,0,666,67167,36,100000,36,car,3,1
61,8,27200,55035,0.14665435389646506,0,0,772,50198,54,50000,60,home,3,1
34,3,39194,29654,0.2093791707092458,0,0,652,9489,53,100000,36,car,3,1
29,7,27422,84697,0.27318878608505337,2,0,626,119515,48,100000,60,personal,4,1
23,2,46311,60710,0.3719480025568851,0,1,639,79528,53,200000,36,education,2,1
48,4,80189,62677,0.05,0,0,736,56727,47,100000,60,car,2,1
37,7,25541,33127,0.3562011213986836,0,0,710,34566,51,100000,60,education,5,1
66,5,13431,0,0.3408013293527722,0,0,666,0,45,50000,12,education,2,1
66,0,16341,91732,0.3789474213035612,0,0,672,86885,52,500000,36,business,3,0
63,7,38211,68196,0.16275136144194374,0,1,614,35416,50,100000,24,business,1,1
60,0,32923,33156,0.37524185407350336,0,0,717,24567,58,200000,36,home,4,1
43,4,35187,57327,0.5038366617563528,0,0,598,52368,50,50000,60,personal,4,0
61,10,36689,76372,0.14699721366595495,0,0,661,69454,54,100000,36,business,3,1
61,5,41171,0,0.37783911981144097,0,1,600,0,49,50000,36,car,1,1
43,4,27575,60345,0.7673168453993668,0,0,758,12814,55,50000,60,business,3,1
69,0,37805,0,0.2674062226885425,0,2,666,0,54,100000,60,business,1,1
65,5,33379,2054,0.1707389628067906,0,0,706,599,41,50000,12,car,1,1
60,4,42204,34984,0.11203876745352429,0,0,732,50926,54,100000,12,business,3,1
43,3,44698,85877,0.6292373419103224,0,1,735,71976,52,200000,36,car,2,1
34,4,38795,96020,0.5504136220198359,0,0,491,131957,57,200000,60,education,4,0
50,5,36744,28507,0.05,0,0,676,28423,59,500000,12,car,3,1
63,2,26931,101864,0.11315378662164036,0,0,569,46725,55,50000,36,car,1,1
54,4,30337,56667,0.3594148275371532,1,0,663,33408,45,100000,24,car,2,1
66,0,38305,95565,0.29727484612192107,0,1,653,118913,54,50000,36,business,2,1
50,6,16020,52525,0.3121981876097477,2,2,667,61960,39,500000,36,car,5,0
45,0,42473,0,0.40116785566541663,1,0,710,0,59,100000,36,home,2,1
26,0,35944,6699,0.0665381963879074,0,0,607,4490,39,100000,60,car,2,1
31,8,13537,63667,0.15224609672241557,1,0,678,7268,44,100000,24,car,1,1
69,4,31020,68945,0.22175396967045433,0,0,623,27840,48,200000,60,business,1,0
57,6,46055,65271,0.30179162337400856,0,0,626,59376,46,50000,12,car,5,1
41,8,43621,0,0.43385488328442046,0,0,674,0,46,200000,12,education,3,1
45,5,19931,64306,0.4726898226450615,0,0,581,69539,54,100000,12,home,3,1
52,6,37810,45438,0.20057643797755567,0,1,628,53637,49,100000,24,car,1,1
23,8,24212,25677,0.680673524577036,0,0,664,15685,50,1000000,12,home,2,1
66,1,31560,44017,0.23982588646160943,0,1,572,12941,43,500000,60,education,3,0
47,10,20255,0,0.3309218382724775,0,0,738,0,53,100000,60,business,2,1
34,1,29546,48072,0.11729865380723387,1,1,642,61871,56,50000,36,business,2,0
26,6,59218,63999,0.37045225665960996,0,1,608,10958,49,100000,24,personal,1,1
41,6,57214,22233,0.2902526397690652,0,0,497,11195,65,1000000,24,personal,4,0
47,4,25591,0,0.3297421196600685,1,0,709,0,51,100000,60,business,3,1
38,6,27669,63495,0.45624798675560896,0,0,622,33784,51,100000,12,home,5,1
30,7,33902,94968,0.16474145168785523,0,0,672,106549,64,1000000,60,business,2,0
66,2,28711,54856,0.27091641252377685,0,1,625,10870,43,50000,12,home,3,1
35,5,29046,32494,0.45276838423522,0,1,510,30192,64,50000,24,personal,4,1
32,1,24665,129640,0.7046723686385907,0,1,683,184387,60,200000,36,car,4,1
57,8,53609,2029,0.11695246163255103,0,0,584,517,57,100000,60,home,3,1
69,7,48269,0,0.2793149607063895,0,0,729,0,64,1000000,36,home,2,0
58,4,47024,98087,0.299286206462803,3,0,703,15924,44,50000,12,car,5,1
34,5,34230,33271,0.5007288282247333,0,0,528,11614,62,200000,24,home,2,1
64,7,51177,36373,0.3529873523841876,0,0,688,11291,42,200000,12,personal,5,1
46,8,43728,66186,0.12249637423873462,0,0,632,50615,47,100000,60,car,2,1
58,5,57740,144873,0.1234463775694555,0,0,754,198367,70,50000,24,home,5,1
23,1,37232,11172,0.3333906255853481,0,0,736,6755,66,100000,60,home,3,1
62,4,35276,53760,0.13274146716092838,0,0,693,36697,58,100000,24,personal,1,1
24,2,37966,31379,0.5256713111839496,0,0,551,35146,42,100000,12,home,4,1
54,3,39551,76921,0.5778161133543668,0,0,642,17344,44,100000,60,education,4,1
52,3,31633,48011,0.18846048313642608,0,0,625,17772,49,50000,24,education,2,1
44,10,44012,93540,0.06118272227253564,1,0,605,137463,43,100000,36,business,4,1
44,7,36250,91312,0.2632595085140712,0,1,648,57560,42,100000,60,car,4,1
31,6,62001,0,0.24516399416605153,0,0,551,0,50,50000,12,home,2,1
49,6,54126,9572,0.30277780007936805,0,0,632,3408,45,500000,24,home,2,1
57,5,35968,70294,0.19147278118516198,0,0,692,18424,48,100000,24,home,2,1
27,2,35766,5210,0.24800876581969666,0,0,634,1242,55,100000,24,car,1,1
69,12,29463,81750,0.4092226543056522,0,0,642,10409,45,1000000,24,education,1,0
60,6,9777,2938,0.16796306000731737,0,0,576,3027,38,100000,12,business,2,1
47,0,44170,73071,0.256667247174955,0,1,656,8041,44,1000000,60,car,3,0
22,7,39113,0,0.7744980777269675,0,0,691,0,52,50000,12,business,2,1
50,6,47118,93078,0.3899909546433363,0,0,614,117716,56,200000,12,personal,1,1
39,11,7220,68197,0.05,0,0,620,75940,49,200000,36,personal,3,1
52,6,62493,48552,0.3226199452776615,0,0,697,68031,52,200000,12,personal,3,1
25,0,16813,43212,0.14445482389670183,0,0,644,23028,54,200000,36,car,3,0
61,0,43398,59845,0.07403738600606073,1,0,694,27980,69,100000,36,car,5,1
58,2,50192,115285,0.17799770873005225,0,0,651,153870,55,200000,24,business,5,1
50,1,50236,531,0.07628849512022898,1,1,665,509,53,200000,24,personal,3,1
67,4,31163,34334,0.19601440859428795,0,0,773,30256,56,500000,60,business,5,1
69,0,53721,16650,0.38281569894418466,0,0,655,6700,44,1000000,24,home,2,1
30,7,66993,0,0.17149033163298003,0,0,620,0,47,50000,24,education,2,1
36,6,28468,60860,0.3382957601457028,0,0,650,57256,52,100000,12,business,5,1
34,0,33163,12432,0.3731685074902265,0,0,585,9675,49,100000,60,business,3,0
49,5,19294,8678,0.45408574650435957,0,0,681,4108,60,200000,12,personal,4,1
21,9,64442,12681,0.39116980268566626,0,1,632,2837,38,50000,12,home,4,1
54,6,57293,111936,0.3345519018304191,0,0,635,100119,54,100000,36,car,1,1
52,0,51994,70541,0.5394199206203889,0,0,666,81939,50,100000,12,home,2,1
61,6,20598,125553,0.12320859866140352,0,2,621,111449,40,100000,36,education,2,1
26,0,49654,20467,0.12108398921008717,0,0,665,21508,53,100000,24,business,1,1
46,4,48899,20697,0.05876101312736722,0,0,658,15312,42,100000,12,home,3,1
47,2,47194,63401,0.3134208412908982,0,0,616,46340,57,100000,36,personal,2,1
37,0,59230,40215,0.4592738944243103,0,0,584,58016,48,500000,60,home,3,0
41,0,42015,74281,0.06312192944318572,0,0,646,64810,48,100000,12,business,1,1
69,3,42723,15428,0.14446002590949145,0,0,611,16969,59,200000,60,education,5,1
26,0,37190,6819,0.371114273129418,0,1,647,6728,53,500000,24,home,2,1
52,5,31785,42931,0.5329432137254916,1,0,575,47791,46,100000,12,car,3,1
43,4,33136,0,0.21680703918617864,0,0,618,0,51,100000,60,education,1,1
50,6,36100,71629,0.6086289997613676,0,0,692,22464,52,50000,24,business,2,1
44,6,33964,0,0.40587900146019507,0,0,645,0,54,100000,24,business,1,1
56,5,38536,102993,0.07400542516142695,0,0,648,52597,65,1000000,24,education,3,1
27,4,40209,85421,0.19706884918685397,0,0,719,80055,41,500000,12,education,5,1
67,3,37957,55235,0.10203024454801446,0,1,699,16226,55,50000,36,personal,4,1
21,4,81679,1729,0.2348467835780828,3,1,606,1296,55,100000,36,personal,3,1
34,6,27205,80000,0.09085261741177882,1,0,665,70661,39,200000,60,home,5,0
36,6,53973,87895,0.30078833664347554,0,0,551,98187,54,50000,60,home,3,1
23,8,32529,3597,0.1502044629650347,0,1,542,3278,53,200000,60,home,5,1
29,6,26386,42640,0.3967824144658597,0,0,716,40330,48,200000,60,education,2,1
29,4,14085,41579,0.14949206522747574,0,1,585,9767,42,200000,24,personal,5,1
68,6,32600,13611,0.381805349846896,0,0,585,1711,61,100000,36,business,4,1
38,6,39422,24903,0.10656571363992914,0,0,675,7433,44,200000,12,personal,3,1
30,1,49397,91807,0.2759944388167172,0,1,690,27056,41,50000,24,education,3,1
21,1,38016,42017,0.2773690238325323,0,0,730,26517,50,100000,36,personal,3,1
31,4,13576,34678,0.40605865817944625,0,0,721,29606,65,500000,24,education,1,0
28,1,51659,32476,0.12777425424717034,0,0,546,13750,53,50000,60,education,3,1
54,1,34588,20745,0.5319552648766364,0,0,721,20305,54,200000,60,personal,2,1
23,0,50574,29133,0.22344426331665262,0,0,630,7242,53,100000,12,home,5,1
34,8,79523,0,0.2301660295060977,0,0,715,0,48,100000,24,personal,3,1
40,3,42761,74675,0.34178571387627943,0,0,664,20790,63,200000,36,business,2,1
22,2,49186,44007,0.21008108627136154,0,0,623,29304,51,200000,12,business,1,1
39,2,35065,6962,0.4420652622393112,0,0,685,6260,34,500000,12,personal,1,1
50,2,41329,0,0.24761253801856858,0,1,561,0,55,200000,60,education,3,1
31,2,31533,145962,0.15255736036258566,1,0,685,145137,57,100000,12,car,1,1
63,1,49066,69367,0.05,0,1,705,14706,51,500000,60,home,3,1
64,0,59172,0,0.28149580742791774,0,0,613,0,41,500000,24,personal,5,1
36,9,58244,3785,0.2240392392371718,0,0,618,401,62,200000,60,personal,1,1
67,4,50550,40327,0.1668980332666376,0,0,721,38662,53,50000,60,personal,5,1
51,0,26201,31858,0.10587801922397291,0,1,744,42763,46,50000,24,personal,2,1
52,4,20126,2809,0.17408522155940992,0,0,614,2550,51,1000000,12,car,4,0
56,4,51543,10182,0.36319629519038116,0,0,691,7009,50,50000,36,personal,2,1
24,6,40358,16647,0.2429223675604821,0,0,643,19910,50,1000000,36,business,2,1
59,4,14552,34935,0.4618561495160662,0,0,733,51529,37,200000,12,personal,4,1
59,6,11493,68759,0.43384934131553604,0,0,670,102613,52,100000,24,personal,2,1
49,3,24384,45459,0.272564989346707,0,1,597,43407,62,50000,60,home,3,1
58,10,39125,0,0.2406585555004847,0,0,630,0,53,50000,60,business,4,1
43,3,48916,0,0.404642591018405,0,0,573,0,47,200000,60,home,2,1
61,2,66661,14061,0.24359327864660127,0,0,628,19270,71,500000,60,car,5,1
69,9,22524,25137,0.16859610317829998,0,0,598,3038,47,50000,12,business,5,1
40,0,27584,34587,0.30579816288549544,0,1,540,51095,52,100000,12,home,4,1
65,5,38823,23156,0.09980413247160966,0,0,562,10286,42,50000,36,personal,3,1
54,7,48777,2015,0.5140783655252471,0,0,672,684,40,1000000,60,home,4,0
53,2,32690,54780,0.0890237972857227,0,1,681,77985,62,200000,24,car,2,1
65,6,33077,98016,0.1912459787937504,0,0,587,26080,47,100000,12,home,2,1
38,7,38204,40645,0.23170165729650677,0,0,574,24136,67,200000,12,car,4,1
47,9,34930,0,0.13484418444072208,0,0,743,0,54,100000,60,business,1,1
46,5,60652,49033,0.0821034232355522,0,1,577,46546,47,200000,60,business,5,1
22,0,36864,68940,0.40728687945311215,0,1,705,95964,50,100000,60,personal,3,1
28,2,50200,112171,0.48300221031484675,0,1,799,145098,49,200000,24,personal,2,1
51,6,75180,68400,0.48041189824762187,0,2,615,66004,52,200000,24,education,2,1
42,1,38386,31122,0.19766012856642998,0,0,678,26257,45,50000,60,car,1,1
34,5,62799,40076,0.6568838631099052,0,0,665,24847,59,50000,36,car,3,1
69,7,28587,0,0.24245737544317808,0,0,513,0,48,100000,36,car,5,1
61,4,52853,7848,0.2455681434621419,0,0,699,7555,34,100000,24,education,3,1
51,5,12623,50369,0.2642755829369192,0,0,725,26870,58,50000,36,car,2,1
31,1,50397,88779,0.19638614342303734,0,0,610,81406,54,1000000,24,car,3,0
49,1,46663,4918,0.7140190645953315,0,0,737,5578,48,200000,24,car,3,1
38,6,32815,0,0.12918183700003721,0,0,611,0,43,100000,12,home,4,1
42,1,24177,21651,0.16865048027386964,0,1,537,27564,51,100000,36,car,2,0
46,12,33434,26713,0.3269186471776213,0,0,612,15714,57,1000000,60,education,3,0
45,6,45925,4970,0.2964967022863744,0,0,645,6274,53,50000,60,business,1,1
40,7,44608,31106,0.3449973872165505,0,0,579,23389,54,200000,60,business,2,1
56,6,65919,49456,0.05,0,0,724,51258,48,500000,36,car,4,1
33,2,24917,18125,0.3503551133270475,0,1,739,22666,54,50000,24,home,1,1
49,8,56204,43582,0.08429150400014561,2,0,653,65357,48,200000,12,home,1,1
68,3,28871,74371,0.4393711003122768,0,0,581,79292,49,100000,36,car,4,1
52,4,38454,102690,0.11355478426371302,1,0,599,11733,43,100000,60,education,3,1
22,9,51937,49712,0.269860622200358,0,0,578,28859,44,200000,24,car,2,1
69,3,31952,80420,0.35352857329280146,0,0,714,24858,44,50000,36,education,2,1
54,4,51302,110513,0.23142995787581963,0,1,592,148425,51,50000,24,education,2,1
69,5,38906,109467,0.2811574501382506,0,0,718,127262,41,500000,60,home,4,1
56,8,33896,65955,0.5360067972518244,0,0,670,62410,51,100000,60,home,5,1
58,5,51176,65614,0.08618809986632432,0,0,763,42055,51,100000,24,business,4,1
23,8,44659,22438,0.6540395773307913,0,0,642,8088,48,200000,60,home,2,1
25,5,56120,49757,0.0774655016714678,0,0,560,68297,53,100000,60,education,3,1
22,2,11237,102850,0.23903991212703515,0,0,753,81769,44,200000,36,personal,1,1
49,0,61197,93339,0.36112708666547577,0,0,696,78426,57,100000,60,personal,5,1
41,6,19328,97250,0.22091027921831108,0,0,609,34425,45,1000000,24,education,4,0
22,6,52514,59625,0.1151832086371785,1,0,738,48538,54,100000,24,business,5,1
29,3,35029,62698,0.324672482324993,2,0,764,63804,48,50000,60,personal,2,1
40,6,61429,95249,0.34380131542696885,0,2,688,80585,49,200000,24,car,1,1
24,4,41117,56272,0.10224191890290066,0,0,602,52536,52,100000,60,personal,5,1
39,9,20709,31506,0.3679650964988546,0,0,567,40280,55,100000,12,business,2,1
69,3,26258,60773,0.21253852123764316,0,1,741,20277,54,100000,12,education,1,1
34,4,16587,42906,0.16142808926744767,0,0,636,61572,57,200000,36,education,2,1
41,2,53189,140908,0.3762326077452392,0,0,663,20541,50,50000,12,personal,2,1
43,10,38054,14739,0.17749115304075422,0,0,608,6641,53,100000,24,car,5,1
43,7,46537,25110,0.1777487702050413,0,0,601,18851,47,100000,60,personal,4,1
32,6,14686,22401,0.27304288413609457,0,0,600,25215,45,200000,60,personal,2,0
51,6,44622,27288,0.32646031964408556,0,0,527,39362,43,100000,60,car,4,1
24,6,17362,44707,0.3455182131894679,0,0,725,33926,39,100000,24,home,3,1
38,2,45320,55923,0.2665701017613255,1,0,593,23780,62,200000,24,business,5,1
61,1,42020,34594,0.1286656289347089,0,0,694,41882,46,200000,24,business,3,1
37,6,5000,36104,0.26089442022096426,0,0,631,44010,45,50000,60,car,2,1
22,10,62596,50435,0.641443992635922,1,0,653,49937,47,100000,24,car,1,1
47,5,40405,109268,0.7065071337972424,2,1,736,130228,42,500000,36,car,2,1
44,2,35817,81651,0.3655626834141812,0,0,617,109113,46,100000,36,home,1,1
41,1,5723,29111,0.3033985680562538,1,0,706,13498,59,50000,24,business,3,1
53,2,27152,0,0.467011871982196,0,0,664,0,53,500000,24,personal,5,0
67,7,65156,58502,0.0845317659460299,1,2,822,35238,53,1000000,12,education,5,1
29,7,31610,103149,0.54503353278658,0,0,606,55018,49,200000,12,car,3,1
57,0,59121,47225,0.4169139148841933,0,0,718,47998,52,100000,12,education,5,1
50,7,30655,25259,0.18594927204237405,0,0,660,35309,60,50000,60,home,2,1
46,2,26432,32328,0.4541774572123465,0,0,652,43044,55,500000,36,home,2,0
68,7,46456,107757,0.13913249122068508,0,0,652,119112,49,50000,24,car,3,1
56,7,14318,77618,0.3009488781790003,0,0,520,95553,49,50000,24,home,1,1
44,8,19065,42995,0.5368024332807741,0,0,555,15471,49,100000,36,car,5,1
58,2,12050,37984,0.31622548303298964,0,0,723,24849,50,200000,24,home,5,1
30,6,19452,126087,0.18843951251674274,0,0,563,129284,49,200000,36,education,4,1
24,0,15199,44287,0.14357719814225353,0,0,665,65306,49,200000,24,business,3,1
56,1,31541,44698,0.2795395105908567,0,0,541,14895,52,1000000,12,car,3,0
58,3,33458,51868,0.1964170832704054,0,1,632,75666,46,200000,36,personal,2,1
36,8,54271,58476,0.3208341019969748,0,1,622,60015,47,100000,24,education,3,1
61,4,35024,106488,0.09457881570381581,0,1,624,48204,48,1000000,60,car,1,0
61,6,23584,56003,0.1316564942771088,0,0,600,39044,58,200000,24,education,5,1
61,6,41729,92050,0.2529923319075709,0,0,665,115489,39,50000,12,personal,5,1
59,4,38171,84667,0.16637720973698253,0,0,736,107481,59,100000,36,business,2,1
24,2,45473,95531,0.11892213909665653,2,1,579,101120,42,50000,12,car,2,1
23,7,35469,68348,0.08306812743449087,0,0,528,57304,57,100000,24,car,2,1
48,7,24714,65823,0.286239155645049,0,0,759,92353,45,1000000,36,car,3,0
38,5,24428,45945,0.29844013842083783,0,0,634,46131,56,200000,24,education,3,1
48,7,27677,61636,0.10693742976106738,0,0,677,19807,56,200000,60,home,3,1
44,7,44836,69292,0.40533428911358177,0,1,633,102275,55,100000,24,car,3,1
52,2,50539,108440,0.42815257398112094,2,0,616,69591,42,200000,24,home,2,1
42,1,54771,30281,0.20596052046944227,1,1,731,12640,55,100000,60,education,5,1
43,6,37114,38606,0.33606176113549463,0,0,769,6170,58,100000,24,business,2,1
39,4,33351,62890,0.3173524861270306,0,1,672,21530,51,50000,24,business,4,1
66,0,56833,103242,0.2542908544745983,0,0,679,68118,59,200000,24,car,5,1
41,5,45044,62980,0.09111441654155214,0,0,574,16738,54,50000,24,education,3,1
55,7,21123,53951,0.7114115428829836,0,0,656,59287,49,200000,24,car,4,1
34,7,12246,18543,0.34669953946639936,0,0,551,6874,42,100000,24,car,4,1
42,0,57467,43677,0.33854081418780435,2,0,671,49290,65,500000,36,education,3,1
65,6,45862,66188,0.5375015942551397,2,1,662,65267,44,100000,36,personal,5,1
59,6,55965,88618,0.25865932134784114,2,1,620,59822,49,50000,36,education,5,1
32,2,60983,10590,0.3291643265199065,0,0,726,11498,47,500000,12,home,3,1
29,3,47800,11188,0.05,1,0,561,16344,49,50000,36,business,3,1
33,1,61563,4717,0.5917225311771825,0,0,747,5895,46,200000,60,car,5,1
21,2,45475,106789,0.2717129747903631,0,0,555,81909,49,50000,36,car,5,1
40,0,34586,52075,0.40165340562639407,0,0,682,66079,44,100000,12,home,1,1
60,7,46739,0,0.25014596472150324,0,0,691,0,47,100000,12,business,1,1
44,5,37317,0,0.32259428276362934,0,0,662,0,31,50000,36,car,5,1
39,8,28552,0,0.1957343536849904,0,0,722,0,42,50000,12,home,5,1
48,6,49965,0,0.16282453447182646,0,1,591,0,52,200000,24,business,5,1
60,8,36503,36884,0.5391303227703721,0,0,727,22282,50,100000,12,business,4,1
36,9,36256,16133,0.1871488291066421,0,0,499,14539,48,200000,12,home,4,1
37,7,5000,21354,0.4490306441562543,0,0,641,5719,51,200000,12,car,2,1
58,9,49180,32885,0.2612179493740476,0,1,555,24239,48,100000,24,personal,3,1
67,2,64332,43841,0.6442997657737805,0,1,584,17362,49,50000,36,car,2,1
65,3,51125,47914,0.24617321078864327,1,0,707,50763,43,100000,60,car,2,1
66,0,24302,5784,0.24956318922309062,0,0,585,3513,56,200000,60,car,2,1
63,3,20602,0,0.4305886755794476,0,1,589,0,61,200000,60,car,1,0
38,2,38273,11500,0.11197083387580872,0,0,738,11317,42,100000,24,business,2,1
25,6,30973,26733,0.2584534112127609,0,0,695,18542,55,1000000,12,car,4,1
69,4,42025,44097,0.05,0,0,587,11453,47,100000,12,business,4,1
44,5,35212,47245,0.5280448842113326,0,1,608,43940,51,200000,36,car,5,1
54,4,19716,23072,0.09255216343955815,2,0,608,23720,43,50000,24,education,1,1
59,5,51322,49540,0.4399871654858129,0,0,582,35445,49,200000,36,personal,2,1
48,4,57295,73269,0.3576267804836755,0,0,636,75325,62,50000,36,education,4,1
67,7,57937,16412,0.5003193719747553,0,0,636,16824,48,50000,60,home,2,1
50,2,59262,105032,0.47098708127928585,0,2,666,60858,56,100000,36,education,3,1
28,0,37016,63679,0.2150053720827558,1,0,830,17279,44,200000,60,business,2,1
26,6,40973,29060,0.3725086305720612,0,0,691,8230,48,100000,24,business,5,1
66,7,55943,38380,0.26319238912307347,1,1,688,22097,58,50000,60,personal,5,1
56,6,48245,0,0.29791873675096536,0,1,665,0,53,50000,60,business,3,1
21,7,65380,25110,0.22408215943653653,0,0,586,29588,54,100000,12,home,2,1
34,8,37616,0,0.05291747919826477,0,1,734,0,56,200000,60,business,5,1
64,10,60398,0,0.44892496675303983,0,0,657,0,47,50000,36,business,1,1
39,4,69326,2151,0.23286178165835109,1,0,785,2136,58,1000000,36,business,2,1
57,3,50140,57771,0.35272784997829665,0,1,626,59497,47,50000,12,personal,1,1
21,0,64753,39926,0.48570653841403194,0,1,713,18246,47,100000,12,personal,3,1
50,3,47973,77980,0.3169043181854854,0,0,656,41196,43,50000,24,business,1,1
60,7,29543,84734,0.05332638704007783,0,0,631,10024,50,100000,12,business,5,1
48,4,23904,2152,0.2784634154597675,0,0,628,3160,55,200000,24,education,4,1
46,5,23348,51758,0.1012427080717531,0,0,642,68449,45,200000,24,personal,3,1
41,6,5968,87288,0.24917323804837266,0,0,566,122545,51,1000000,60,home,5,0
43,4,42809,25330,0.5175237407667282,0,0,593,19477,50,200000,12,car,2,1
41,9,47386,45482,0.19390505102964906,0,0,613,9164,59,200000,24,home,2,1
59,4,5000,49245,0.21411186070005941,0,0,727,23874,38,50000,12,home,3,1
65,5,78733,104486,0.33849731694401414,0,0,599,49540,52,50000,36,education,1,1
64,5,40652,82342,0.18239206365505609,0,0,515,102352,56,100000,36,home,5,1
27,5,45060,71915,0.32518877906938026,1,0,717,7281,45,100000,24,personal,1,1
55,0,26207,27311,0.07050539680939957,0,0,688,19961,55,50000,36,education,5,1
47,9,65068,86300,0.3476837821906211,0,1,613,116163,49,200000,60,business,1,1
69,6,34009,111828,0.1006036892913451,1,0,639,104311,49,100000,24,personal,1,1
65,6,49421,33023,0.2724991916946181,0,0,642,45388,61,1000000,12,education,3,1
21,4,33384,41869,0.08561172310099201,0,0,768,50667,50,200000,12,car,3,1
46,6,33371,82902,0.28332443536172647,0,0,725,102945,65,100000,60,home,5,1
37,0,55172,136802,0.35693819212028915,0,0,686,124005,51,100000,24,education,3,1
35,6,38726,10674,0.2230486467904273,0,0,651,7025,52,100000,24,business,1,1
36,5,43855,122375,0.374983712004259,0,0,520,37610,56,50000,36,car,3,1
51,4,43249,3948,0.30675294886218096,0,0,653,3012,51,200000,24,home,4,1
44,8,29530,63202,0.495096991007645,1,0,649,28023,55,100000,24,education,2,1
69,7,52781,19509,0.3173037208288436,0,1,673,12263,57,50000,36,business,2,1
37,7,60988,21812,0.3479838586812238,0,0,648,11492,42,50000,24,business,4,1
41,10,45823,99847,0.2752446355620222,0,0,642,40534,65,100000,12,personal,5,1
61,0,51134,0,0.29894291239936704,1,0,642,0,44,50000,12,business,3,1
26,5,39807,116972,0.41215729361152603,0,1,640,117339,59,200000,36,personal,3,1
51,4,41180,48075,0.39333705561279414,2,0,536,67094,50,200000,24,home,4,0
37,0,47587,70762,0.43736911888435026,0,0,600,54381,53,100000,36,car,4,1
24,3,48845,25644,0.7550349947613804,0,0,614,20022,50,50000,60,home,2,1
26,8,20660,77889,0.35961811900065654,1,0,727,50372,49,50000,24,business,4,1
22,0,31107,36466,0.17294272853083423,0,0,527,16607,49,100000,60,car,5,0
61,6,41572,47200,0.05,0,0,691,67615,56,100000,12,education,5,1
42,3,32379,58784,0.3308107407859288,0,0,617,33467,56,500000,60,personal,4,1
37,5,27356,0,0.581459982646185,0,0,722,0,53,200000,60,education,4,1
53,9,29648,109986,0.2902327710711297,0,0,627,127143,49,100000,60,business,1,1
